diseases,Indicator_data,CASE_ID,First Tooltip,range_low,range_high
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sri Lanka,2016,Male",14.17,6.45,20.4
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sri Lanka,2016,Female",10.88,8,13.09
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Sudan,2016,Both sexes",105,92.47,116.5
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Sudan,2016,Male",104.7,92.26,116.5
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Sudan,2016,Female",105.3,92.77,117
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Sudan,2016,Both sexes",28.92,23.59,33.37
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Sudan,2016,Male",26.27,21.32,30.46
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Sudan,2016,Female",31.56,25.7,36.28
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Sudan,2016,Both sexes",0.51,0.38,0.63
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Sudan,2016,Male",0.64,0.47,0.81
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Sudan,2016,Female",0.38,0.29,0.46
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sudan,2016,Both sexes",50.3,43.84,57.13
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sudan,2016,Male",54.95,47.58,62.49
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sudan,2016,Female",45.66,39.52,52.23
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Sudan,2016,Both sexes",17.05,14.49,19.81
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Sudan,2016,Male",14.65,12.3,17.11
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Sudan,2016,Female",19.46,16.54,22.53
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sudan,2016,Both sexes",7.31,5.39,8.99
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sudan,2016,Male",7.4,4.44,9.88
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sudan,2016,Female",7.22,5.71,8.53
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Suriname,2016,Both sexes",50.63,42.33,60.33
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Suriname,2016,Male",59.02,49.32,69.83
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Suriname,2016,Female",42.17,34.66,51.08
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Suriname,2016,Both sexes",8.67,5.96,11.59
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Suriname,2016,Male",9.61,6.59,12.85
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Suriname,2016,Female",7.72,5.32,10.32
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Suriname,2016,Both sexes",2.71,1.57,3.97
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Suriname,2016,Male",3.61,2.08,5.32
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Suriname,2016,Female",1.8,1.05,2.66
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Suriname,2016,Both sexes",21.87,17.55,26.46
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Suriname,2016,Male",27.1,22.07,32.54
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Suriname,2016,Female",16.59,12.92,20.55
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Suriname,2016,Both sexes",14.03,10.76,18.03
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Suriname,2016,Male",15.03,11.82,19.07
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Suriname,2016,Female",13.01,9.7,17.27
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Suriname,2016,Both sexes",3.24,1.95,4.68
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Suriname,2016,Male",3.57,2.01,5.39
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Suriname,2016,Female",2.92,1.81,4.13
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Sweden,2016,Both sexes",18.49,11.58,28.23
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Sweden,2016,Male",18.68,12.24,26.8
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Sweden,2016,Female",18.3,10.74,29.84
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Sweden,2016,Both sexes",1.17,0.11,3.41
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Sweden,2016,Male",1.18,0.11,3.43
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Sweden,2016,Female",1.16,0.11,3.39
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Sweden,2016,Both sexes",0.94,0.21,2.17
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Sweden,2016,Male",0.95,0.21,2.19
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Sweden,2016,Female",0.93,0.21,2.15
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sweden,2016,Both sexes",10.77,5.36,17.7
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sweden,2016,Male",11.57,6.63,17.5
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sweden,2016,Female",9.97,4.19,18
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Sweden,2016,Both sexes",3.17,1.01,9.84
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Sweden,2016,Male",2.8,1.07,7.8
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Sweden,2016,Female",3.54,0.93,11.89
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sweden,2016,Both sexes",2.44,0.39,5.74
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sweden,2016,Male",2.18,0.35,5.15
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Sweden,2016,Female",2.69,0.43,6.34
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Switzerland,2016,Both sexes",25.24,18.34,33.84
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Switzerland,2016,Male",25.91,19.29,33.25
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Switzerland,2016,Female",24.58,16.75,34.85
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Switzerland,2016,Both sexes",2.14,0.63,4.37
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Switzerland,2016,Male",1.91,0.56,3.9
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Switzerland,2016,Female",2.37,0.7,4.84
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Switzerland,2016,Both sexes",2.45,1.1,4.29
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Switzerland,2016,Male",3.1,1.39,5.45
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Switzerland,2016,Female",1.8,0.81,3.16
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Switzerland,2016,Both sexes",13.32,7.94,19.65
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Switzerland,2016,Male",13.86,8.99,19.06
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Switzerland,2016,Female",12.79,6.67,20.26
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Switzerland,2016,Both sexes",3.42,1.38,8.34
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Switzerland,2016,Male",2.78,1.31,6.21
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Switzerland,2016,Female",4.06,1.49,10.4
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Switzerland,2016,Both sexes",3.9,1.36,7.19
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Switzerland,2016,Male",4.25,1.48,7.84
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Switzerland,2016,Female",3.56,1.24,6.56
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Syrian Arab Republic,2016,Both sexes",43.57,37.57,50.48
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Syrian Arab Republic,2016,Male",48.39,42.02,55.56
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Syrian Arab Republic,2016,Female",38.64,32.52,45.66
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Syrian Arab Republic,2016,Both sexes",3.24,2.42,4.09
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Syrian Arab Republic,2016,Male",3.5,2.61,4.41
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Syrian Arab Republic,2016,Female",2.98,2.22,3.76
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Syrian Arab Republic,2016,Both sexes",2.05,1.27,2.89
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Syrian Arab Republic,2016,Male",3.27,2.03,4.6
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Syrian Arab Republic,2016,Female",0.82,0.51,1.16
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Syrian Arab Republic,2016,Both sexes",31.13,25.51,37.18
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Syrian Arab Republic,2016,Male",33.92,28.26,39.71
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Syrian Arab Republic,2016,Female",28.29,22.55,34.2
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Syrian Arab Republic,2016,Both sexes",5.03,4.09,6.15
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Syrian Arab Republic,2016,Male",5.39,4.47,6.45
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Syrian Arab Republic,2016,Female",4.65,3.7,5.82
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Syrian Arab Republic,2016,Both sexes",2.1,1.24,3.03
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Syrian Arab Republic,2016,Male",2.3,1.34,3.33
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Syrian Arab Republic,2016,Female",1.89,1.12,2.74
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Tajikistan,2016,Both sexes",70.49,55.28,88.99
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Tajikistan,2016,Male",74.14,58.76,92.93
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Tajikistan,2016,Female",66.82,51.85,85
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Tajikistan,2016,Both sexes",15.21,10.97,20.02
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Tajikistan,2016,Male",15.83,11.48,20.78
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Tajikistan,2016,Female",14.59,10.46,19.19
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Tajikistan,2016,Both sexes",1.24,0.75,1.79
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Tajikistan,2016,Male",1.46,0.87,2.14
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Tajikistan,2016,Female",1.01,0.61,1.46
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tajikistan,2016,Both sexes",32.76,25.2,42.52
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tajikistan,2016,Male",35.5,27.58,45.61
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tajikistan,2016,Female",29.99,22.83,39.49
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Tajikistan,2016,Both sexes",13.95,10.14,18.65
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Tajikistan,2016,Male",13.73,10.13,18.26
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Tajikistan,2016,Female",14.17,10.19,19.09
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tajikistan,2016,Both sexes",6.79,4.26,9.4
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tajikistan,2016,Male",7.09,4.1,10.35
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tajikistan,2016,Female",6.49,4.04,8.76
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Thailand,2016,Both sexes",84.61,63.78,107.1
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Thailand,2016,Male",98.49,74.64,124.8
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Thailand,2016,Female",71.41,52.94,90.73
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Thailand,2016,Both sexes",25.58,17.87,33.93
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Thailand,2016,Male",27.06,18.76,36.16
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Thailand,2016,Female",24.16,16.95,31.9
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Thailand,2016,Both sexes",9.19,5.48,13.2
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Thailand,2016,Male",12.07,7.05,17.73
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Thailand,2016,Female",6.45,3.86,9.14
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Thailand,2016,Both sexes",20.87,15.6,26.7
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Thailand,2016,Male",23.97,18.21,30.34
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Thailand,2016,Female",17.91,12.81,23.59
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Thailand,2016,Both sexes",14.21,10.38,18.95
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Thailand,2016,Male",16.87,12.68,22.2
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Thailand,2016,Female",11.67,8.16,16.21
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Thailand,2016,Both sexes",14.3,9.03,20.01
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Thailand,2016,Male",18.13,10.2,27.62
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Thailand,2016,Female",10.64,7.07,14.43
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Timor-Leste,2016,Both sexes",76.63,68.87,83.43
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Timor-Leste,2016,Male",77.83,69.13,85.27
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Timor-Leste,2016,Female",75.39,67.67,81.9
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Timor-Leste,2016,Both sexes",30.36,25.56,34.43
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Timor-Leste,2016,Male",29.32,24.61,33.35
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Timor-Leste,2016,Female",31.44,26.45,35.62
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Timor-Leste,2016,Both sexes",6.32,4.97,7.59
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Timor-Leste,2016,Male",7.71,5.78,9.51
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Timor-Leste,2016,Female",4.89,3.91,5.71
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Timor-Leste,2016,Both sexes",20.32,17.57,22.97
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Timor-Leste,2016,Male",20.38,17.61,23.1
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Timor-Leste,2016,Female",20.25,17.34,23.04
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Timor-Leste,2016,Both sexes",12.77,10.73,14.7
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Timor-Leste,2016,Male",13.2,11.21,15.29
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Timor-Leste,2016,Female",12.32,10.17,14.42
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Timor-Leste,2016,Both sexes",6.62,4.56,8.11
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Timor-Leste,2016,Male",7.04,3.46,9.59
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Timor-Leste,2016,Female",6.17,4.89,7.15
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Togo,2016,Both sexes",114.9,104.1,124.6
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Togo,2016,Male",119.6,108,130.8
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Togo,2016,Female",110.1,100.2,119
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Togo,2016,Both sexes",58.28,49.41,65.36
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Togo,2016,Male",64,54.03,72.24
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Togo,2016,Female",52.6,44.69,58.78
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Togo,2016,Both sexes",0.39,0.31,0.47
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Togo,2016,Male",0.52,0.39,0.63
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Togo,2016,Female",0.27,0.22,0.31
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Togo,2016,Both sexes",29.07,25.78,32.57
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Togo,2016,Male",30.52,26.93,34.17
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Togo,2016,Female",27.63,24.23,31.08
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Togo,2016,Both sexes",18,15.74,20.29
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Togo,2016,Male",16.25,13.98,18.45
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Togo,2016,Female",19.74,17.22,22.22
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Togo,2016,Both sexes",8.23,6.18,9.71
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Togo,2016,Male",7.54,4.15,9.96
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Togo,2016,Female",8.91,7.24,10.17
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Tonga,2016,Both sexes",56.56,40.26,70.62
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Tonga,2016,Male",67.81,47.91,85.33
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Tonga,2016,Female",45.25,32,57.06
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Tonga,2016,Both sexes",11.68,7.74,15.26
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Tonga,2016,Male",11.54,7.55,15.23
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Tonga,2016,Female",11.83,7.85,15.42
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Tonga,2016,Both sexes",7.11,4.17,10.18
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Tonga,2016,Male",9.47,5.41,13.93
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Tonga,2016,Female",4.73,2.83,6.53
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tonga,2016,Both sexes",20.22,15.02,26.18
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tonga,2016,Male",26.78,20.11,34.26
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tonga,2016,Female",13.6,9.65,18.3
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Tonga,2016,Both sexes",8.74,5.79,11.92
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Tonga,2016,Male",8.12,5.49,10.81
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Tonga,2016,Female",9.36,6.08,13.18
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tonga,2016,Both sexes",8.89,4.88,12.78
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tonga,2016,Male",12.02,5.12,18.97
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tonga,2016,Female",5.74,3.65,7.75
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Trinidad and Tobago,2016,Both sexes",44.81,38.16,51.95
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Trinidad and Tobago,2016,Male",50.14,43.32,57.48
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Trinidad and Tobago,2016,Female",39.62,32.56,47.91
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Trinidad and Tobago,2016,Both sexes",4.79,2.88,6.94
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Trinidad and Tobago,2016,Male",4.93,2.95,7.16
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Trinidad and Tobago,2016,Female",4.64,2.79,6.74
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Trinidad and Tobago,2016,Both sexes",1.66,0.92,2.55
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Trinidad and Tobago,2016,Male",2.41,1.34,3.72
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Trinidad and Tobago,2016,Female",0.93,0.51,1.43
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Trinidad and Tobago,2016,Both sexes",25.34,20.01,30.36
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Trinidad and Tobago,2016,Male",28.82,23.43,33.86
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Trinidad and Tobago,2016,Female",21.96,16.38,27.15
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Trinidad and Tobago,2016,Both sexes",9.78,6.99,14.17
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Trinidad and Tobago,2016,Male",9.59,7.27,12.82
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Trinidad and Tobago,2016,Female",9.96,6.51,15.7
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Trinidad and Tobago,2016,Both sexes",3.24,1.71,5.04
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Trinidad and Tobago,2016,Male",4.39,2.31,6.85
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Trinidad and Tobago,2016,Female",2.12,1.12,3.31
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Tunisia,2016,Both sexes",57.39,49.57,66.35
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Tunisia,2016,Male",67.84,58.76,78.16
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Tunisia,2016,Female",47.18,40.2,55.46
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Tunisia,2016,Both sexes",7.02,5.04,8.99
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Tunisia,2016,Male",7.19,5.14,9.22
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Tunisia,2016,Female",6.86,4.93,8.8
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Tunisia,2016,Both sexes",3.12,1.93,4.48
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Tunisia,2016,Male",5.94,3.67,8.53
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Tunisia,2016,Female",0.36,0.22,0.52
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tunisia,2016,Both sexes",32.83,26.11,39.79
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tunisia,2016,Male",38.23,30.83,45.89
Ischaemic heart disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tunisia,2016,Female",27.55,21.28,34.38
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Tunisia,2016,Both sexes",9.35,6.97,12.66
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Tunisia,2016,Male",10.64,8.08,14.16
Stroke,Ambient and household air pollution attributable death rate (per 100 000 population),"Tunisia,2016,Female",8.1,5.89,11.36
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tunisia,2016,Both sexes",5.04,2.9,7.39
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tunisia,2016,Male",5.82,3.36,8.56
Chronic obstructive pulmonary disease,Ambient and household air pollution attributable death rate (per 100 000 population),"Tunisia,2016,Female",4.28,2.48,6.29
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkey,2016,Both sexes",46.15,39.81,52.84
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkey,2016,Male",59.12,50.86,67.48
Total,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkey,2016,Female",33.59,27.97,39.27
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkey,2016,Both sexes",2.93,2.22,3.68
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkey,2016,Male",3.52,2.67,4.43
Lower respiratory infections,Ambient and household air pollution attributable death rate (per 100 000 population),"Turkey,2016,Female",2.36,1.79,2.97
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Turkey,2016,Both sexes",6.12,3.83,8.59
"Trachea, bronchus, lung cancers",Ambient and household air pollution attributable death rate (per 100 000 population),"Turkey,2016,Male",10.67,6.68,14.97
